id,status,grandTotal,user_id,storeId
2480,refund,860.0,8101,13
2481,complete,600.0,1939,17
2482,complete,600.0,8563,39
2483,complete,600.0,5977,43
2484,order_refunded,8420.0,6589,17
2485,complete,360.0,8617,48
2486,canceled,15200.0,6305,31
2487,complete,999.0,7346,47
2488,complete,120.0,7876,2
2489,canceled,6550.0,9087,20
2490,complete,120.0,6634,5
2491,complete,120.0,598,19
2492,order_refunded,240.0,3063,19
2493,complete,1500.0,2337,41
2494,complete,360.0,9880,42
2495,closed,1699.0,573,8
2496,closed,1699.0,7522,8
2497,closed,1699.0,6172,49
2498,order_refunded,899.0,7098,24
2499,canceled,468.0,2091,46
2500,refund,1000.0,6567,26
2501,complete,190.0,4625,20
2502,complete,655.0,1634,18
2503,complete,360.0,1518,30
2504,complete,360.0,3649,13
2505,canceled,1695.0,1538,9
2506,complete,15200.0,3138,47
2507,complete,1230.0,6986,2
2508,complete,285.0,98,14
2509,complete,360.0,3751,8
2510,complete,360.0,8536,21
2511,complete,360.0,8175,32
2512,complete,1315.0,8104,5
2513,complete,140.0,5414,1
2514,order_refunded,1498.0,4667,49
2515,order_refunded,399.0,611,34
2516,complete,320.0,1728,11
2517,complete,999.0,1855,23
2518,complete,8999.0,5056,14
2519,order_refunded,9900.0,2325,41
2520,complete,510.0,9370,48
2521,canceled,105999.0,9284,13
2522,complete,350.0,5775,35
2523,order_refunded,6999.0,6520,4
2524,complete,775.0,1750,27
2525,complete,510.0,782,47
2526,canceled,105999.0,7549,31
2527,complete,510.0,6824,41
2528,complete,510.0,2106,34
2529,complete,240.0,3868,46
2530,canceled,105999.0,7194,39
2531,complete,480.0,4977,15
2532,complete,240.0,2114,1
2533,complete,240.0,5880,6
2534,complete,360.0,3971,10
2535,complete,360.0,9260,20
2536,complete,360.0,7265,26
2537,complete,360.0,1578,4
2538,complete,240.0,9204,35
2539,complete,1315.0,2275,29
2540,complete,420.0,4870,27
2541,complete,420.0,6745,5
2542,complete,420.0,2427,31
2543,complete,240.0,5547,35
2544,canceled,105999.0,6853,38
2545,complete,240.0,2552,42
2546,order_refunded,420.0,6412,20
2547,order_refunded,420.0,8,3
2548,order_refunded,420.0,8088,42
2549,order_refunded,1500.0,2556,37
2550,complete,240.0,476,31
2551,complete,100999.0,5417,26
2552,complete,240.0,8677,23
2553,order_refunded,0.0,7240,13
2554,order_refunded,240.0,6711,43
2555,complete,240.0,5001,5
2556,order_refunded,240.0,4655,33
2557,order_refunded,240.0,8079,36
2558,order_refunded,420.0,6064,6
2559,order_refunded,420.0,2286,26
2560,order_refunded,420.0,5224,36
2561,complete,20900.0,6972,36
2562,order_refunded,0.0,3526,3
2563,complete,0.0,2823,29
2564,canceled,0.0,4944,6
2565,canceled,0.0,6531,30
2566,canceled,560.0,259,29
2567,canceled,560.0,283,10
2568,complete,320.0,1899,44
2569,complete,1230.0,4136,41
2570,canceled,34600.0,6630,37
2571,complete,264.0,3201,13
2572,complete,264.0,5111,34
2573,order_refunded,100.0,7168,4
2574,order_refunded,100.0,613,18
2575,order_refunded,100.0,688,13
2576,order_refunded,100.0,3691,1
2577,order_refunded,100.0,8805,11
2578,order_refunded,100.0,2308,22
2579,order_refunded,100.0,7134,29
2580,complete,174.0,6510,49
2581,order_refunded,100.0,9974,33
2582,order_refunded,350.0,5907,1
2583,order_refunded,350.0,2592,7
2584,order_refunded,350.0,7184,25
2585,complete,1699.0,5249,30
2586,complete,30205.0,8767,14
2587,complete,4526.0,5109,6
2588,complete,4526.0,3605,5
2589,order_refunded,8980.0,670,40
2590,complete,4750.0,4365,24
2591,complete,4750.0,7330,23
2592,complete,4750.0,1284,29
2593,complete,4750.0,924,12
2594,complete,4750.0,1126,12
2595,complete,735.0,1530,38
2596,complete,735.0,9787,17
2597,complete,1941.0,8439,26
2598,refund,399.0,3712,15
2599,complete,630.0,8005,13
2600,order_refunded,2040.0,9753,24
2601,order_refunded,2040.0,6275,28
2602,order_refunded,2040.0,3865,43
2603,order_refunded,2040.0,7834,22
2604,order_refunded,2040.0,6789,31
2605,order_refunded,2040.0,227,36
2606,order_refunded,2040.0,265,27
2607,order_refunded,2040.0,9588,10
2608,order_refunded,2040.0,646,9
2609,order_refunded,2040.0,7545,20
2610,order_refunded,2040.0,5570,6
2611,order_refunded,2040.0,2991,21
2612,order_refunded,2040.0,2505,12
2613,order_refunded,2040.0,9347,34
2614,order_refunded,2040.0,588,43
2615,order_refunded,2040.0,9178,22
2616,order_refunded,2040.0,4080,16
2617,canceled,925.0,3349,5
2618,complete,3315.0,6300,19
2619,complete,3315.0,3832,28
2620,complete,3315.0,9434,20
2621,complete,3315.0,8382,21
2622,complete,3315.0,9173,38
2623,complete,3315.0,9891,12
2624,complete,0.0,1716,30
2625,complete,0.0,6451,27
2626,complete,0.0,5434,4
2627,complete,0.0,1099,35
2628,complete,299.0,7097,8
2629,complete,2500.0,2327,11
2630,complete,2849.0,9088,47
2631,complete,2849.0,6417,16
2632,order_refunded,925.0,6981,26
2633,complete,180.0,6764,1
2634,complete,150.0,1675,26
2635,complete,240.0,7951,33
2636,order_refunded,180.0,9123,9
2637,order_refunded,6500.0,8916,5
2638,complete,0.0,6050,40
2639,canceled,240.0,1090,8
2640,canceled,5800.0,4579,41
2641,complete,520.0,9128,49
2642,complete,520.0,156,27
2643,refund,348.0,9263,1
2644,refund,174.0,1959,24
2645,canceled,2995.0,6345,41
2646,complete,570.0,5780,29
2647,complete,395.0,6145,10
2648,complete,1375.0,5064,46
2649,complete,699.0,3831,7
2650,complete,650.0,9047,30
2651,complete,180.0,8832,13
2652,canceled,5800.0,9795,41
2653,complete,20900.0,6660,27
2654,complete,899.0,442,14
2655,complete,675.0,6041,4
2656,order_refunded,1015.0,5926,33
2657,order_refunded,1015.0,7359,37
2658,order_refunded,580.0,4629,29
2659,complete,80.0,6371,27
2660,order_refunded,2600.0,9529,14
2661,complete,240.0,949,32
2662,complete,240.0,8180,25
2663,complete,240.0,6116,16
2664,complete,240.0,460,49
2665,canceled,1950.0,7569,5
2666,complete,320.0,4647,49
2667,order_refunded,165.0,393,15
2668,order_refunded,165.0,1788,1
2669,canceled,420.0,7375,27
2670,complete,180.0,1139,26
2671,complete,570.0,4742,33
2672,canceled,299.0,7419,19
2673,complete,895.0,6363,35
2674,canceled,54080.0,2455,11
2675,order_refunded,999.0,9659,23
2676,complete,3134.0,3675,20
2677,complete,3134.0,1378,30
2678,refund,2500.0,6702,22
2679,complete,510.0,2598,36
2680,complete,670.0,142,12
2681,complete,670.0,2660,11
2682,complete,1490.0,4597,48
2683,complete,1299.0,9032,43
2684,complete,17800.0,5662,45
2685,complete,17800.0,6143,5
2686,complete,17800.0,5627,20
2687,complete,17800.0,8788,9
2688,complete,17800.0,8473,22
2689,complete,17800.0,424,13
2690,complete,1505.0,7000,16
2691,complete,1505.0,4250,9
2692,canceled,1150.0,1751,41
2693,order_refunded,3300.0,4758,12
2694,order_refunded,165.0,1968,16
2695,complete,435.0,4089,10
2696,complete,320.0,4179,23
2697,complete,675.0,7790,11
2698,complete,510.0,2947,44
2699,canceled,19170.0,9642,43
2700,complete,1750.0,5395,30
2701,complete,625.0,7881,38
2702,canceled,5800.0,5076,41
2703,complete,320.0,7231,9
2704,order_refunded,53060.0,1532,8
2705,canceled,14200.0,2991,8
2706,complete,203.0,7156,48
2707,complete,499.0,4494,16
2708,complete,499.0,9336,5
2709,complete,1380.0,934,25
2710,complete,1380.0,1461,31
2711,complete,1380.0,2724,27
2712,complete,240.0,286,48
2713,complete,240.0,265,21
2714,complete,240.0,6817,10
2715,complete,240.0,1763,16
2716,complete,240.0,41,4
2717,complete,240.0,5828,15
2718,complete,240.0,8260,7
2719,complete,240.0,988,33
2720,complete,240.0,7805,36
2721,complete,240.0,7790,25
2722,order_refunded,3050.0,5718,17
2723,complete,240.0,3199,17
2724,complete,240.0,5375,22
2725,complete,240.0,4791,35
2726,complete,240.0,7184,48
2727,complete,240.0,2525,26
2728,complete,495.0,9278,6
2729,canceled,2520.0,2480,18
2730,canceled,2520.0,9886,10
2731,complete,1440.0,5155,11
2732,complete,2490.0,779,20
2733,canceled,5642.0,9778,30
2734,canceled,5642.0,1493,45
2735,canceled,5642.0,661,37
2736,canceled,5642.0,1349,21
2737,canceled,5642.0,9492,3
2738,canceled,5642.0,7852,31
2739,canceled,1065.0,7157,18
2740,complete,29000.0,2045,10
2741,complete,800.0,7369,45
2742,order_refunded,700.0,3517,40
2743,complete,240.0,9251,16
2744,canceled,2000.0,9169,29
2745,canceled,2000.0,4578,6
2746,order_refunded,4249.0,728,36
2747,order_refunded,16999.0,7469,43
2748,complete,150.0,343,49
2749,complete,1549.0,1448,39
2750,complete,1549.0,6582,2
2751,canceled,2040.0,6318,4
2752,complete,5597.0,527,31
2753,canceled,50793.0,6749,44
2754,canceled,50793.0,406,2
2755,canceled,50793.0,7987,9
2756,canceled,50793.0,9766,22
2757,canceled,50793.0,3741,38
2758,canceled,50793.0,1847,42
2759,complete,1895.0,1479,13
2760,order_refunded,39999.0,772,45
2761,canceled,251.0,5526,18
2762,canceled,1699.0,8771,32
2763,order_refunded,96499.0,194,43
2764,complete,140.0,2008,38
2765,canceled,96499.0,1186,4
2766,canceled,9500.0,2395,5
2767,canceled,15965.0,9985,25
2768,canceled,15965.0,9303,26
2769,canceled,15965.0,4006,46
2770,canceled,9500.0,7430,19
2771,canceled,71999.0,2262,34
2772,canceled,71999.0,3737,22
2773,canceled,71999.0,6717,16
2774,complete,0.0,4876,9
2775,complete,0.0,8922,30
2776,complete,0.0,4379,31
2777,complete,0.0,7816,23
2778,complete,17465.0,3452,23
2779,complete,17465.0,7617,47
2780,complete,17465.0,9837,1
2781,canceled,71999.0,2801,39
2782,complete,639.0,8334,18
2783,canceled,71999.0,5411,47
2784,complete,0.0,1456,25
2785,canceled,71999.0,6893,24
2786,canceled,71999.0,5809,39
2787,order_refunded,76000.0,6797,26
2788,complete,313.0,4797,28
2789,complete,313.0,5094,38
2790,canceled,1175.0,1326,7
2791,order_refunded,2040.0,4977,7
2792,refund,1375.0,9406,34
2793,canceled,1313.0,1160,37
2794,canceled,2200.0,4651,40
2795,complete,1140.0,4988,17
2796,complete,1600.0,4698,10
2797,refund,1275.0,341,48
2798,refund,1275.0,3829,37
2799,refund,1275.0,1969,17
2800,order_refunded,3200.0,704,20
2801,complete,3160.0,5483,20
2802,order_refunded,1125.0,6377,41
2803,complete,160.0,1801,22
2804,complete,165.0,5464,7
2805,complete,165.0,4913,22
2806,complete,399.0,4649,36
2807,complete,2024.0,856,25
2808,complete,240.0,2867,16
2809,complete,120.0,183,8
2810,complete,120.0,3113,6
2811,complete,860.0,5671,44
2812,complete,1625.0,4493,46
2813,complete,700.0,5824,30
2814,canceled,1499.0,1518,41
2815,complete,15200.0,5003,31
2816,complete,2325.0,1357,20
2817,canceled,96499.0,3630,21
2818,complete,360.0,3629,48
2819,complete,360.0,8211,40
2820,complete,360.0,6133,2
2821,order_refunded,630.0,9325,39
2822,order_refunded,2750.0,6589,26
2823,complete,90.0,3312,47
2824,order_refunded,999.0,6049,36
2825,complete,490.0,6247,36
2826,complete,3369.0,988,20
2827,complete,90.0,3322,14
2828,order_refunded,85.0,4616,4
2829,canceled,7950.0,8366,2
2830,complete,250.0,3742,35
2831,complete,730.0,3053,3
2832,order_refunded,5.0,6575,40
2833,received,7547.0,727,44
2834,received,7547.0,3761,11
2835,received,7547.0,5807,13
2836,received,7547.0,1876,20
2837,received,7547.0,6994,18
2838,complete,0.0,4034,49
2839,complete,289.0,5444,30
2840,complete,650.0,990,30
2841,order_refunded,3000.0,3745,29
2842,canceled,2.0,8612,36
2843,canceled,2.0,594,41
2844,complete,999.0,1775,42
2845,canceled,2.0,936,47
2846,canceled,1.0,3809,3
2847,complete,1230.0,332,6
2848,canceled,1.0,7923,45
2849,complete,999.0,2703,2
2850,canceled,0.0,5890,34
2851,canceled,1.0,5055,28
2852,canceled,1.0,3869,31
2853,complete,240.0,4201,8
2854,order_refunded,999.0,202,16
2855,complete,240.0,2498,37
2856,canceled,5.0,1843,42
2857,complete,240.0,9102,23
2858,order_refunded,999.0,4659,37
2859,canceled,1.0,7545,5
2860,complete,190.0,7719,17
2861,order_refunded,299.0,771,25
2862,complete,280.0,3156,48
2863,complete,325.0,1629,23
2864,complete,2900.0,387,24
2865,complete,4200.0,6032,7
2866,complete,480.0,6440,16
2867,complete,480.0,6402,6
2868,order_refunded,1598.0,4009,1
2869,order_refunded,1598.0,2467,19
2870,complete,4000.0,2283,32
2871,canceled,1.0,1857,34
2872,complete,240.0,7981,7
2873,canceled,1.0,1999,29
2874,complete,5400.0,5477,41
2875,complete,5400.0,9429,28
2876,canceled,1.0,4670,7
2877,canceled,1.0,9343,10
2878,refund,5230.0,4319,21
2879,refund,5230.0,7065,25
2880,canceled,1.0,7447,7
2881,complete,320.0,1432,23
2882,canceled,1.0,5625,13
2883,complete,250.0,7462,42
2884,canceled,1.0,1820,21
2885,complete,999.0,1131,20
2886,canceled,0.0,6564,17
2887,complete,240.0,2659,31
2888,refund,0.0,3501,48
2889,refund,0.0,8567,45
2890,complete,320.0,2121,40
2891,canceled,0.0,4021,1
2892,complete,599.0,3260,22
2893,canceled,1.0,1824,1
2894,canceled,1.0,1475,17
2895,complete,240.0,2243,17
2896,order_refunded,800.0,3244,38
2897,complete,2500.0,6991,23
2898,canceled,580.0,5161,17
2899,canceled,580.0,3135,46
2900,canceled,580.0,2071,15
2901,complete,240.0,360,39
2902,canceled,1.0,1142,10
2903,complete,240.0,1636,29
2904,complete,570.0,4001,38
2905,canceled,1.0,3362,43
2906,complete,240.0,6584,41
2907,order_refunded,999.0,7836,5
2908,canceled,1.0,7,30
2909,canceled,0.0,3268,19
2910,complete,30000.0,6565,27
2911,complete,320.0,9784,13
2912,complete,320.0,4929,13
2913,complete,15200.0,2607,40
2914,canceled,1.0,5907,40
2915,canceled,1.0,3274,49
2916,complete,320.0,7612,17
2917,canceled,0.0,914,6
2918,complete,1230.0,2012,36
2919,order_refunded,6900.0,1443,22
2920,complete,950.0,5547,29
2921,complete,950.0,1830,17
2922,complete,950.0,8768,33
2923,complete,950.0,6469,15
2924,complete,950.0,930,41
2925,complete,950.0,3700,29
2926,complete,950.0,9656,8
2927,complete,950.0,1055,48
2928,complete,950.0,5745,10
2929,complete,950.0,1901,35
2930,complete,950.0,9650,44
2931,complete,950.0,6981,26
2932,complete,950.0,7070,27
2933,complete,950.0,9592,40
2934,complete,950.0,3416,42
2935,complete,950.0,443,1
2936,complete,950.0,6219,18
2937,order_refunded,950.0,4653,23
2938,complete,950.0,7940,5
2939,complete,950.0,7834,47
2940,complete,950.0,9371,43
2941,complete,950.0,7598,46
2942,complete,950.0,4459,8
2943,complete,950.0,6592,17
2944,complete,950.0,9450,5
2945,complete,950.0,2310,4
2946,complete,950.0,6269,17
2947,complete,950.0,911,19
2948,complete,950.0,4341,41
2949,complete,950.0,4010,29
2950,complete,950.0,6629,45
2951,complete,950.0,2170,7
2952,complete,950.0,2173,5
2953,complete,950.0,5669,40
2954,complete,950.0,6314,33
2955,complete,950.0,8316,22
2956,complete,950.0,8037,30
2957,complete,950.0,6790,40
2958,complete,950.0,786,21
2959,complete,950.0,6140,35
2960,complete,950.0,6345,5
2961,complete,950.0,2417,26
2962,complete,950.0,8989,6
2963,complete,950.0,4155,42
2964,complete,950.0,5620,43
2965,refund,950.0,1937,32
2966,complete,950.0,3808,12
2967,complete,950.0,7152,47
2968,complete,950.0,9494,25
2969,complete,950.0,3237,15
2970,complete,950.0,2353,12
2971,complete,950.0,1933,17
2972,complete,950.0,8557,16
2973,complete,950.0,4917,5
2974,complete,950.0,5499,7
2975,complete,950.0,947,6
2976,complete,950.0,9570,1
2977,complete,950.0,1440,24
2978,complete,950.0,7731,31
2979,complete,950.0,4858,29
2980,complete,950.0,341,17
2981,complete,950.0,383,31
2982,refund,950.0,9749,10
2983,complete,950.0,8492,44
2984,complete,950.0,139,4
2985,complete,950.0,359,36
2986,complete,950.0,4932,30
2987,complete,950.0,9715,45
2988,complete,950.0,3457,39
2989,complete,950.0,1628,33
2990,complete,950.0,9496,21
2991,complete,950.0,6627,36
2992,complete,950.0,5005,39
2993,complete,950.0,9327,23
2994,complete,950.0,6653,11
2995,complete,950.0,6417,37
2996,complete,950.0,3171,47
2997,complete,950.0,3836,39
2998,complete,950.0,8018,17
2999,complete,950.0,2152,3
3000,complete,950.0,9430,22
3001,complete,950.0,6906,25
3002,complete,950.0,2835,14
3003,complete,950.0,9191,44
3004,complete,950.0,2568,10
3005,complete,950.0,1308,49
3006,canceled,1.0,8849,17
3007,complete,950.0,2661,22
3008,complete,950.0,3731,6
3009,complete,950.0,6208,31
3010,complete,950.0,3163,15
3011,complete,950.0,1141,49
3012,complete,950.0,8459,48
3013,complete,950.0,1709,7
3014,order_refunded,950.0,3631,6
3015,refund,950.0,3212,1
3016,complete,950.0,6539,41
3017,complete,950.0,9703,8
3018,complete,950.0,476,11
3019,complete,950.0,7685,43
3020,complete,950.0,9169,1
3021,complete,950.0,1208,6
3022,complete,950.0,1961,44
3023,complete,950.0,558,32
3024,complete,950.0,883,35
3025,complete,950.0,4762,43
3026,complete,950.0,5868,33
3027,complete,950.0,6964,16
3028,complete,950.0,7167,10
3029,complete,950.0,7930,12
3030,complete,950.0,5348,11
3031,complete,950.0,7270,15
3032,complete,950.0,9803,2
3033,complete,950.0,8126,12
3034,complete,950.0,2455,1
3035,complete,950.0,4495,29
3036,complete,950.0,1947,29
3037,complete,950.0,2809,41
3038,complete,950.0,6643,12
3039,complete,950.0,3826,5
3040,complete,950.0,3537,9
3041,complete,950.0,6069,15
3042,complete,950.0,3803,41
3043,complete,950.0,4700,45
3044,complete,950.0,1971,42
3045,complete,950.0,5807,3
3046,complete,950.0,6143,31
3047,complete,950.0,2820,2
3048,complete,950.0,9095,5
3049,complete,950.0,365,49
3050,complete,950.0,4259,1
3051,complete,950.0,3120,47
3052,complete,950.0,1864,41
3053,complete,950.0,116,25
3054,complete,950.0,7085,15
3055,canceled,5750.0,8017,36
3056,complete,5750.0,2385,27
3057,complete,1230.0,3936,47
3058,complete,36900.0,7743,15
3059,canceled,1.0,5443,35
3060,canceled,1.0,2491,25
3061,canceled,1.0,6981,30
3062,order_refunded,1290.0,9135,27
3063,canceled,7815.0,7662,49
3064,canceled,7815.0,1725,41
3065,canceled,7815.0,8183,17
3066,canceled,7815.0,2768,1
3067,order_refunded,325.0,1138,48
3068,complete,320.0,4118,20
3069,canceled,900.0,3421,35
3070,complete,250.0,5846,12
3071,order_refunded,62670.0,4779,6
3072,refund,240.0,3907,24
3073,complete,240.0,3638,15
3074,complete,240.0,2954,9
3075,complete,240.0,5930,26
3076,refund,1319.0,277,26
3077,refund,1319.0,2000,44
3078,complete,240.0,1228,15
3079,complete,240.0,6338,5
3080,complete,240.0,3736,49
3081,complete,120.0,696,41
3082,complete,240.0,9502,13
3083,complete,120.0,4153,4
3084,complete,240.0,7902,22
3085,complete,360.0,7471,26
3086,complete,0.0,7538,21
3087,canceled,1.0,2842,45
3088,closed,0.0,4209,39
3089,complete,360.0,8734,25
3090,canceled,1.0,1089,6
3091,complete,250.0,3364,7
3092,refund,8420.0,25,42
3093,complete,3950.0,9765,33
3094,order_refunded,948.0,6145,7
3095,order_refunded,360.0,5669,29
3096,complete,360.0,4237,32
3097,canceled,6.0,9960,1
3098,canceled,624.0,8069,25
3099,complete,360.0,2236,21
3100,complete,850.0,7296,20
3101,complete,360.0,8393,23
3102,complete,240.0,8449,18
3103,complete,240.0,3748,42
3104,refund,240.0,3176,7
3105,complete,1370.0,4898,26
3106,complete,240.0,5038,6
3107,complete,120.0,7428,8
3108,complete,120.0,8606,22
3109,complete,950.0,2015,46
3110,canceled,83999.0,1382,24
3111,complete,120.0,1099,36
3112,complete,915.0,3427,10
3113,complete,915.0,3656,49
3114,complete,360.0,7939,5
3115,canceled,0.0,9102,8
3116,canceled,0.0,188,4
3117,complete,120.0,5410,46
3118,complete,190.0,2093,19
3119,complete,399.0,2131,46
3120,complete,360.0,5243,17
3121,complete,360.0,8550,32
3122,complete,360.0,5648,49
3123,complete,280.0,5186,4
3124,complete,280.0,5777,26
3125,complete,280.0,7914,38
3126,complete,280.0,7548,28
3127,complete,1375.0,7824,28
3128,complete,360.0,7356,4
3129,complete,350.0,6466,30
3130,complete,320.0,1498,14
3131,order_refunded,650.0,2556,4
3132,complete,870.0,5410,34
3133,complete,870.0,2952,49
3134,complete,775.0,1239,25
3135,canceled,11.0,9166,24
3136,order_refunded,999.0,4728,41
3137,complete,490.0,3966,33
3138,complete,490.0,5687,36
3139,complete,360.0,9243,46
3140,complete,360.0,3702,27
3141,complete,360.0,2781,3
3142,complete,360.0,7399,2
3143,complete,360.0,1589,31
3144,complete,360.0,2369,15
3145,complete,360.0,5790,13
3146,complete,360.0,437,45
3147,complete,360.0,2829,7
3148,complete,360.0,1557,40
3149,complete,360.0,7571,7
3150,complete,1660.0,7481,25
3151,complete,360.0,9497,15
3152,canceled,325.0,183,16
3153,complete,999.0,7191,8
3154,canceled,1.0,6688,20
3155,complete,360.0,5566,33
3156,complete,1565.0,7242,13
3157,complete,1565.0,7652,28
3158,complete,360.0,5576,41
3159,complete,100.0,1590,49
3160,complete,510.0,9780,47
3161,complete,360.0,8852,43
3162,canceled,6990.0,160,46
3163,complete,320.0,6556,20
3164,complete,320.0,9204,37
3165,complete,240.0,8245,43
3166,complete,240.0,6847,30
3167,order_refunded,1099.0,2308,49
3168,complete,240.0,1229,18
3169,canceled,1.0,7227,44
3170,complete,240.0,5591,25
3171,complete,1980.0,6920,2
3172,complete,240.0,5586,46
3173,canceled,0.0,9228,28
3174,complete,240.0,6047,16
3175,complete,240.0,4946,19
3176,order_refunded,1499.0,7928,39
3177,canceled,1.0,7017,13
3178,complete,240.0,7759,42
3179,complete,240.0,5087,5
3180,canceled,1.0,9457,16
3181,refund,240.0,7162,31
3182,canceled,450.0,1885,35
3183,canceled,450.0,1810,48
3184,canceled,450.0,3168,8
3185,canceled,450.0,6353,32
3186,complete,240.0,9010,47
3187,complete,1400.0,6057,31
3188,order_refunded,2996.0,2438,40
3189,complete,360.0,6469,3
3190,complete,360.0,9081,33
3191,canceled,1090.0,5952,11
3192,canceled,1.0,5277,29
3193,canceled,405.0,8860,39
3194,complete,0.0,7819,15
3195,canceled,1.0,4729,23
3196,complete,6500.0,2625,38
3197,complete,995.0,5739,48
3198,complete,0.0,4233,42
3199,complete,0.0,5794,6
3200,complete,2714.0,4524,40
3201,complete,2714.0,5572,39
3202,canceled,1.0,9011,27
3203,canceled,1.0,9299,11
3204,complete,570.0,2225,9
3205,order_refunded,2299.0,8390,42
3206,order_refunded,2299.0,6092,7
3207,canceled,405.0,8663,30
3208,complete,990.0,6362,32
3209,complete,990.0,1949,48
3210,refund,2389.0,7095,26
3211,refund,2389.0,6319,16
3212,refund,2389.0,3797,12
3213,refund,2389.0,235,16
3214,refund,2389.0,9121,8
3215,complete,2400.0,3608,8
3216,order_refunded,8420.0,8044,47
3217,complete,1099.0,523,26
3218,canceled,9950.0,5905,37
3219,complete,0.0,4889,1
3220,complete,80.0,9822,10
3221,complete,1500.0,5833,18
3222,complete,510.0,7123,38
3223,complete,535.0,5843,23
3224,complete,925.0,1317,38
3225,complete,1470.0,1125,22
3226,complete,1470.0,5622,43
3227,complete,1470.0,5424,27
3228,complete,1470.0,2588,3
3229,order_refunded,195.0,9216,24
3230,canceled,27660.0,5673,38
3231,canceled,2695.0,1379,8
3232,order_refunded,275.0,3375,32
3233,order_refunded,360.0,1520,9
3234,complete,300.0,5778,48
3235,refund,150.0,7936,43
3236,complete,350.0,6094,8
3237,complete,510.0,8419,10
3238,complete,180.0,5356,27
3239,order_refunded,260.0,4969,39
3240,complete,120.0,9084,27
3241,order_refunded,425.0,5575,40
3242,complete,299.0,4073,23
3243,canceled,8800.0,2258,48
3244,order_refunded,2550.0,8589,28
3245,order_refunded,2550.0,4425,6
3246,order_refunded,2550.0,3238,33
3247,order_refunded,2550.0,3894,30
3248,order_refunded,2550.0,2006,49
3249,canceled,3200.0,2017,31
3250,canceled,3200.0,9389,4
3251,canceled,3200.0,1773,27
3252,canceled,3200.0,8354,25
3253,complete,160.0,3977,16
3254,complete,160.0,1752,2
3255,order_refunded,3200.0,8968,48
3256,order_refunded,3200.0,7431,23
3257,complete,1500.0,7171,5
3258,canceled,2720.0,6470,3
3259,complete,990.0,9132,22
3260,order_refunded,699.0,3221,15
3261,complete,81.0,540,13
3262,complete,81.0,1462,40
3263,complete,81.0,5185,36
3264,complete,81.0,8548,20
3265,canceled,1723.0,235,36
3266,canceled,1723.0,1549,44
3267,canceled,10425.0,7481,13
3268,canceled,10425.0,4214,13
3269,canceled,10425.0,1674,31
3270,canceled,71999.0,6709,8
3271,canceled,71999.0,7983,27
3272,complete,1175.0,2101,20
3273,order_refunded,1765.0,3749,3
3274,canceled,950.0,3174,35
3275,canceled,10795.0,1816,36
3276,canceled,10795.0,3842,43
3277,canceled,10795.0,8017,7
3278,complete,1260.0,7012,6
3279,complete,850.0,4494,5
3280,complete,800.0,675,27
3281,complete,1375.0,8089,42
3282,order_refunded,11395.0,8579,20
3283,order_refunded,11395.0,2159,22
3284,order_refunded,11395.0,2662,45
3285,order_refunded,11395.0,2065,19
3286,complete,1560.0,3254,43
3287,complete,1560.0,4980,24
3288,complete,1560.0,7704,34
3289,complete,1560.0,8932,34
3290,complete,1560.0,1402,7
3291,complete,1560.0,3260,38
3292,complete,1560.0,3924,19
3293,complete,995.0,4215,15
3294,complete,3495.0,3228,23
3295,complete,750.0,2746,9
3296,canceled,475.0,6092,32
3297,canceled,4499.0,3867,34
3298,canceled,999.0,5819,46
3299,canceled,2615.0,2223,10
3300,canceled,2615.0,2793,32
3301,complete,999.0,9890,46
3302,canceled,2495.0,4064,18
3303,canceled,455.0,1525,9
3304,canceled,320.0,8225,37
3305,canceled,700.0,6199,44
3306,complete,0.0,4026,21
3307,complete,0.0,2567,1
3308,complete,390.0,2804,37
3309,complete,390.0,3710,18
3310,canceled,29998.0,6156,18
3311,complete,360.0,720,23
3312,complete,360.0,6517,35
3313,complete,360.0,4580,7
3314,complete,260.0,973,7
3315,complete,90.0,3719,30
3316,order_refunded,999.0,7396,33
3317,complete,775.0,4403,41
3318,complete,360.0,4553,5
3319,complete,360.0,2208,40
3320,complete,6391.5,4427,47
3321,complete,6391.5,6920,16
3322,complete,6391.5,8836,33
3323,complete,6391.5,8387,18
3324,complete,6391.5,8681,23
3325,complete,320.0,2205,5
3326,order_refunded,140.0,5346,14
3327,complete,140.0,3277,34
3328,order_refunded,1260.0,1103,10
3329,order_refunded,61460.0,5244,40
3330,order_refunded,360.0,6615,1
3331,complete,1050.0,9434,40
3332,canceled,150.0,8708,36
3333,complete,2620.0,5224,39
3334,complete,699.0,8585,25
3335,order_refunded,150.0,631,44
3336,canceled,4500.0,9172,6
3337,complete,360.0,6684,10
3338,complete,1000.0,278,11
3339,complete,360.0,233,36
3340,complete,360.0,9745,6
3341,order_refunded,999.0,5691,49
3342,order_refunded,150.0,7660,22
3343,complete,270.0,26,10
3344,complete,270.0,7469,11
3345,complete,270.0,6411,20
3346,complete,270.0,8653,11
3347,complete,270.0,3765,43
3348,complete,270.0,6600,19
3349,complete,4500.0,5103,42
3350,order_refunded,12500.0,7007,20
3351,complete,640.0,3484,43
3352,order_refunded,11900.0,1995,25
3353,complete,300.0,8683,26
3354,order_refunded,6900.0,1073,45
3355,complete,175.0,6708,30
3356,complete,175.0,216,9
3357,complete,600.0,7606,47
3358,complete,600.0,9916,39
3359,complete,80.0,9785,48
3360,closed,4730.0,2607,30
