reviewId,customer_id,product_id,starRating,helpfulVotes,totalVotes,id,customerId,user_id,productId,product_id,sentiment
R2KMB7IXMQYALG,24422698,B012ZFU5DE,1,1,1,1595,24422698,1425,B012ZFU5DE,1218,NEGATIVE
R21P3SUKS59KDF,30129935,B012ZECUYM,4,0,0,1596,30129935,1426,B012ZECUYM,1219,POSITIVE
R2EGAJAJ9LZYLQ,13700370,B012ZDN1G4,1,4,4,1597,13700370,1427,B012ZDN1G4,1220,NEGATIVE
RB5EPH8VACW3L,51547265,B012ZDLXVE,1,0,0,1598,51547265,1428,B012ZDLXVE,1221,NEGATIVE
RRASDCSCIZX26,40466908,B012ZBUGTG,2,0,0,1599,40466908,1429,B012ZBUGTG,1222,NEGATIVE
R1F8MJEWX34Y6G,51192620,B012ZB9GCO,5,22,22,1600,51192620,1430,B012ZB9GCO,1223,POSITIVE
R3TFNJ4MXL00OL,52013416,B012ZADF2M,5,1,1,1601,52013416,1431,B012ZADF2M,1224,POSITIVE
RQDDYYK21TDD6,45591469,B012Z8BFPI,5,3,3,1602,45591469,1432,B012Z8BFPI,1225,POSITIVE
R2C5VK27WI44DU,375298,B012Z7OJO8,5,0,0,1603,375298,1433,B012Z7OJO8,1226,POSITIVE
R358W2XCKC3AQM,1824535,B012Z4YJZU,1,0,0,1604,1824535,1434,B012Z4YJZU,1227,NEGATIVE
R29WZ0K2OAM5KO,20222836,B012Z4YBYY,4,2,3,1605,20222836,1435,B012Z4YBYY,1228,POSITIVE
R9WAU1R6IO5II,28306095,B012Z43Y24,1,0,0,1606,28306095,1436,B012Z43Y24,1229,NEGATIVE
R1WZ2XOYWR0OHL,19613928,B012Z3JUAK,5,0,0,1607,19613928,1437,B012Z3JUAK,1230,POSITIVE
R1UAUBW2WJKQGA,45024115,B012Z1SYPO,4,0,0,1608,45024115,1438,B012Z1SYPO,1231,POSITIVE
R92BPZVEGE4U8,39686502,B012Z1SGZM,2,3,3,1609,39686502,1439,B012Z1SGZM,1232,NEGATIVE
R907VJEQ3KG5U,11759760,B012Z1SFNU,4,0,1,1610,11759760,1440,B012Z1SFNU,1233,POSITIVE
RHR7O8U21B5DW,45541890,B012Z19QW4,5,0,0,1611,45541890,1441,B012Z19QW4,1234,POSITIVE
R2JJRPAGI9339C,31452517,B012Z19QVU,5,2,4,1612,31452517,1442,B012Z19QVU,1235,POSITIVE
R27FU6OC7SBAIX,18204973,B012YX27PQ,4,0,0,1613,18204973,1443,B012YX27PQ,1236,POSITIVE
R3VJEQ96A43I2A,39906307,B012YX0FA0,5,0,0,1614,39906307,1444,B012YX0FA0,1237,POSITIVE
R1FK1O0HAOZYOP,2982717,B012YVWV54,5,3,3,1615,2982717,1445,B012YVWV54,1238,POSITIVE
R3Q65Q98X5DQXA,18923626,B012YVWAPA,1,1,5,1616,18923626,1446,B012YVWAPA,1239,NEGATIVE
R3IHMJ5T7NINR9,7950404,B012YVQGF0,5,0,0,1617,7950404,1447,B012YVQGF0,1240,POSITIVE
RHJ7NQSSTIMKL,10193137,B012YUCVAK,5,0,0,1618,10193137,1448,B012YUCVAK,1241,POSITIVE
R1W8JPDBUV73IW,11301737,B012YUAWWE,5,3,4,1619,11301737,1449,B012YUAWWE,1242,POSITIVE
R3JTWC1FLQMUQ8,233224,B012YRZUJC,5,4,4,1620,233224,1450,B012YRZUJC,1243,POSITIVE
R38DBIQQTKRY25,233308,B012YRZUJC,5,4,4,1621,233308,1451,B012YRZUJC,1243,POSITIVE
RP4O840P44DZL,18270754,B012YRI7AQ,5,1,1,1622,18270754,1452,B012YRI7AQ,1244,POSITIVE
R2FF4W3IJUX01N,40070315,B012YRI7AQ,5,0,0,1623,40070315,1453,B012YRI7AQ,1244,POSITIVE
RWQ9H58QP0V72,28147231,B012YRI7AQ,5,0,0,1624,28147231,1454,B012YRI7AQ,1244,POSITIVE
R299TIRIKR1X5I,21936401,B012YRI7AQ,5,0,0,1625,21936401,1455,B012YRI7AQ,1244,POSITIVE
R1BDXB470VK7J0,39222503,B012YRI7AQ,5,0,0,1626,39222503,335,B012YRI7AQ,1244,POSITIVE
R3CRG7X4EGFCOM,32177133,B012YR4DAY,4,0,0,1627,32177133,1456,B012YR4DAY,1245,POSITIVE
R1SWNKHA5ZDNC6,49366047,B012YQ87PM,5,0,0,1628,49366047,1457,B012YQ87PM,1246,POSITIVE
R3SHCCRG2RU4E,44762711,B012YQ87PM,5,1,1,1629,44762711,535,B012YQ87PM,1246,POSITIVE
R3HEJUAM5NK1NG,39581119,B012YQ87PM,5,1,1,1630,39581119,1458,B012YQ87PM,1246,POSITIVE
RMBQHHYCM2YOA,42620994,B012YO96ZE,5,2,2,1631,42620994,1459,B012YO96ZE,1247,POSITIVE
R1UMDU1SMEMTH3,43832032,B012YMWZLI,5,0,0,1632,43832032,1460,B012YMWZLI,1248,POSITIVE
R2K0M775KDLMXI,44838572,B012YMQUSW,5,2,3,1633,44838572,1461,B012YMQUSW,1249,POSITIVE
R3GUXY6COP86I8,9256627,B012YMQUSW,5,0,0,1634,9256627,1462,B012YMQUSW,1249,POSITIVE
R11TPU9L8L8XG2,18286481,B012YMQUSW,5,0,0,1635,18286481,1463,B012YMQUSW,1249,POSITIVE
R3JLTWW5TQ5YQ8,971313,B012YMQUSW,5,3,3,1636,971313,1464,B012YMQUSW,1249,POSITIVE
R3LQVPJ8DCILA4,17988596,B012YMQUSW,5,0,1,1637,17988596,1465,B012YMQUSW,1249,POSITIVE
R1Z33QGOMUYBSS,44395193,B012YMQUSW,5,2,2,1638,44395193,1466,B012YMQUSW,1249,POSITIVE
R1MSABJOQAJ8A6,41113213,B012YMQUSW,5,3,3,1639,41113213,1467,B012YMQUSW,1249,POSITIVE
RQRQB5WH9QS1Q,50826621,B012YMF9AM,5,2,2,1640,50826621,1468,B012YMF9AM,1250,POSITIVE
R1I9UKFJ2UMYDO,7485334,B012YIP9W4,4,0,0,1641,7485334,1469,B012YIP9W4,1251,POSITIVE
R1H861ZHUWKAS,37225507,B012YIET2A,1,11,73,1642,37225507,461,B012YIET2A,1252,NEGATIVE
RJ083G1OBEUD1,37225507,B012YIEH2M,1,2,54,1643,37225507,461,B012YIEH2M,1253,NEGATIVE
R2315VMS7JFWUO,370469,B012YHM72U,5,0,0,1644,370469,1470,B012YHM72U,1254,POSITIVE
R1DZIFU6N7X97,12833865,B012YHGXR0,5,0,0,1645,12833865,1471,B012YHGXR0,1255,POSITIVE
RRJ82J5A3FJKU,16547716,B012YH0OX4,3,0,0,1646,16547716,1472,B012YH0OX4,1256,NEUTRAL
R32JU2BQFPF7HH,22012950,B012YFM9C0,5,0,0,1647,22012950,1473,B012YFM9C0,1257,POSITIVE
R3IG5STH70OUTZ,1962182,B012YFDMIA,5,0,0,1648,1962182,1474,B012YFDMIA,1258,POSITIVE
R1WAXAKVD2E0VY,1536640,B012YFBKBQ,3,3,3,1649,1536640,1475,B012YFBKBQ,1259,NEUTRAL
R1UOU4EFY1P76S,13387172,B012YESNW6,5,0,0,1650,13387172,1476,B012YESNW6,1260,POSITIVE
R2DIH5F80YJK08,33134008,B012YDK8BG,4,0,0,1651,33134008,1477,B012YDK8BG,1261,POSITIVE
RD49EG6B3NYPP,47733704,B012YCY6KQ,5,1,2,1652,47733704,1478,B012YCY6KQ,1262,POSITIVE
R6F6YGB5X9BS1,51604544,B012YCY67Y,4,2,2,1653,51604544,1479,B012YCY67Y,1263,POSITIVE
R350T3ZDLFZ9N7,43687891,B012YC7IMY,5,1,1,1654,43687891,1480,B012YC7IMY,1264,POSITIVE
RNQGJ48QW9KMO,51481003,B012YC799G,5,1,1,1655,51481003,1481,B012YC799G,1265,POSITIVE
R1APROZUXHUGKL,18381555,B012YC77P2,5,1,1,1656,18381555,1482,B012YC77P2,1266,POSITIVE
R1NFOAB4VIJRCH,15324954,B012YC77BQ,5,1,1,1657,15324954,1483,B012YC77BQ,1267,POSITIVE
R3BT1BFWCF17X1,551058,B012YBJTN6,1,0,0,1658,551058,1484,B012YBJTN6,1268,NEGATIVE
R1DXJ4MCG4X2W7,33783882,B012Y72JI2,2,3,4,1659,33783882,1485,B012Y72JI2,1269,NEGATIVE
R24E1AA4LRC7AN,126094,B012Y6CQRM,4,1,1,1660,126094,1486,B012Y6CQRM,1270,POSITIVE
R3Q9ZUWC8NGMGT,4040864,B012Y6CP0A,5,1,1,1661,4040864,1487,B012Y6CP0A,1271,POSITIVE
R31UCERAI94GBT,44507185,B012Y6C9TC,5,0,0,1662,44507185,1488,B012Y6C9TC,1272,POSITIVE
R137IS4NQL63I6,30639498,B012Y665WY,5,0,0,1663,30639498,1489,B012Y665WY,1273,POSITIVE
R3IOALKDM8F7I1,20742144,B012Y659JE,5,0,1,1664,20742144,1490,B012Y659JE,1274,POSITIVE
R27ND4IDRIXQ16,46327373,B012Y659JE,5,1,2,1665,46327373,1491,B012Y659JE,1274,POSITIVE
R2IKNZ6SOZRS4Q,14283209,B012Y659JE,5,0,0,1666,14283209,1492,B012Y659JE,1274,POSITIVE
R28QHFUW41KJYS,1303010,B012Y61KPG,5,0,2,1667,1303010,1493,B012Y61KPG,1275,POSITIVE
R39POB0EUBY0I,44128879,B012Y4XOC0,3,5,7,1668,44128879,1494,B012Y4XOC0,1276,NEUTRAL
R2PSISPVTYT85F,52174590,B012Y4XOC0,3,3,5,1669,52174590,1495,B012Y4XOC0,1276,NEUTRAL
R1FR7B9B06CHF3,24060926,B012Y3K82U,1,0,1,1670,24060926,1496,B012Y3K82U,1277,NEGATIVE
RZ4U3PGSKJ95X,4100701,B012Y2JFUC,2,1,2,1671,4100701,1497,B012Y2JFUC,1278,NEGATIVE
R283X11Q92HFKM,42705087,B012Y2H45K,1,1,2,1672,42705087,1498,B012Y2H45K,1279,NEGATIVE
R1POO8UGKMZGOJ,40997907,B012Y2GQYK,5,124,127,1673,40997907,1499,B012Y2GQYK,1280,POSITIVE
R34PFJQIAS7J8C,32241980,B012Y2EMAA,2,0,1,1674,32241980,1500,B012Y2EMAA,1281,NEGATIVE
R2LNXNA0HHOJD1,1265826,B012Y2EGJC,3,0,0,1675,1265826,1501,B012Y2EGJC,1282,NEUTRAL
R19M0SHNWC6APZ,5945823,B012Y2EAU2,4,0,0,1676,5945823,1502,B012Y2EAU2,1283,POSITIVE
R1E69IQ4XBHE2L,23134737,B012Y1SF2C,5,0,0,1677,23134737,1503,B012Y1SF2C,1284,POSITIVE
R2XRCJWD5F2SV1,35441507,B012Y0FRP6,5,0,0,1678,35441507,1504,B012Y0FRP6,1285,POSITIVE
R3E775S9Z88FEK,38153220,B012XZB32S,5,1,1,1679,38153220,1505,B012XZB32S,1286,POSITIVE
R25JBZ00ALWY1X,49226370,B012XYESFS,5,0,0,1680,49226370,1506,B012XYESFS,1287,POSITIVE
R25CEOVN8HKGPN,8169163,B012XY56CC,5,0,3,1681,8169163,964,B012XY56CC,1288,POSITIVE
R2BKVYCD4ZSWUN,37853546,B012XXUAMY,1,3,3,1682,37853546,1507,B012XXUAMY,1289,NEGATIVE
R32N462YQL2XE5,41961605,B012XW6Z1U,4,0,0,1683,41961605,1508,B012XW6Z1U,1290,POSITIVE
RG81EV9LP9WCT,1574688,B012XVX3UW,5,1,1,1684,1574688,1509,B012XVX3UW,1291,POSITIVE
R15BEFBU67GWFF,35969735,B012XVWD5S,5,0,1,1685,35969735,1510,B012XVWD5S,1292,POSITIVE
R1YV1054H8PFLK,26733312,B012XVVMBE,5,0,0,1686,26733312,1511,B012XVVMBE,1293,POSITIVE
R1LD6YQDW50B75,38551020,B012XVPF9Y,5,1,2,1687,38551020,1512,B012XVPF9Y,1294,POSITIVE
R27Z78H2NPSK4B,16475927,B012XSLBMC,3,0,0,1688,16475927,1513,B012XSLBMC,1295,NEUTRAL
R3GUDFU73UUIQC,4090438,B012XRV4RK,5,1,2,1689,4090438,1514,B012XRV4RK,1296,POSITIVE
R1L4EDC83UIWSN,3024958,B012XRV4RK,5,0,0,1690,3024958,1515,B012XRV4RK,1296,POSITIVE
R3NVDR21H3IR9N,118051,B012XRV4RK,5,0,0,1691,118051,1516,B012XRV4RK,1296,POSITIVE
RKOY3MOMO0HCQ,15817594,B012XRV4RK,5,0,0,1692,15817594,1517,B012XRV4RK,1296,POSITIVE
R138JNGCW6S9W3,23256965,B012XRV4RK,5,0,0,1693,23256965,1518,B012XRV4RK,1296,POSITIVE
RF9FADJO4GBN6,14033068,B012XRV4RK,5,0,0,1694,14033068,1519,B012XRV4RK,1296,POSITIVE
R352JGBC7TIHUZ,44923545,B012XRV4RK,5,0,0,1695,44923545,1520,B012XRV4RK,1296,POSITIVE
R3EHXT5U4VJLFU,5145359,B012XRV4RK,5,0,0,1696,5145359,1521,B012XRV4RK,1296,POSITIVE
RMMXKV3WQO2Y7,30899500,B012XRV4RK,5,0,0,1697,30899500,1522,B012XRV4RK,1296,POSITIVE
R17OQJIW1FRBP6,24796427,B012XRV4RK,5,0,0,1698,24796427,1523,B012XRV4RK,1296,POSITIVE
R3YQJXD0EW6JI,49260075,B012XRV4RK,5,0,0,1699,49260075,1524,B012XRV4RK,1296,POSITIVE
R1E29OOD36ZCTI,22642014,B012XRV4RK,5,0,0,1700,22642014,1525,B012XRV4RK,1296,POSITIVE
RXF2II3A5JBCT,41235248,B012XRV4RK,5,0,1,1701,41235248,1526,B012XRV4RK,1296,POSITIVE
RG03RSMD3FGU,34287155,B012XQXB72,2,0,0,1702,34287155,1527,B012XQXB72,1297,NEGATIVE
R2HCQ9ZBALIJD9,2410259,B012XJX5XO,5,2,3,1703,2410259,1528,B012XJX5XO,1298,POSITIVE
R38TW5XJH17TCQ,2840974,B012X9RVVQ,5,0,0,1704,2840974,1529,B012X9RVVQ,1299,POSITIVE
RRJSL3R214EJU,725293,B012X8F3K8,2,1,1,1705,725293,1530,B012X8F3K8,1300,NEGATIVE
RAP1JNPCT91PP,17190967,B012X84HNC,5,1,1,1706,17190967,1531,B012X84HNC,1301,POSITIVE
RKSK6664M77BL,17653810,B012X84APW,3,1,1,1707,17653810,1532,B012X84APW,1302,NEUTRAL
R23QC9U9E689Q4,13932646,B012X495YM,1,0,0,1708,13932646,1533,B012X495YM,1303,NEGATIVE
R3DAR2J0P46UNW,36092039,B012X495YM,1,5,5,1709,36092039,1534,B012X495YM,1303,NEGATIVE
R1HM70G3Y7ZJ4W,19374588,B012X495YM,1,3,3,1710,19374588,1535,B012X495YM,1303,NEGATIVE
RZAKQ1H842Z0Q,14436254,B012X495YM,3,0,0,1711,14436254,1536,B012X495YM,1303,NEUTRAL
R2WP4I78Q3YBKQ,27842161,B012X0G1KW,1,4,4,1712,27842161,1537,B012X0G1KW,1304,NEGATIVE
R3QVGZ7B5J7RTB,24766379,B012X0G1KW,1,5,5,1713,24766379,1538,B012X0G1KW,1304,NEGATIVE
R3CS9I3YHY9ZS0,22767026,B012X0G1DE,1,5,5,1714,22767026,1539,B012X0G1DE,1305,NEGATIVE
RD83PA3BS4PHM,1781128,B012WQDRHW,3,0,0,1715,1781128,1540,B012WQDRHW,1306,NEUTRAL
R33IHCUJK0ZC3U,129055,B012WQ5NT2,3,0,0,1716,129055,1541,B012WQ5NT2,1307,NEUTRAL
R393VDS2WLAUBJ,25069482,B012WP3WN2,2,0,0,1717,25069482,1542,B012WP3WN2,1308,NEGATIVE
R3VFFXROOUOURY,3055086,B012WL41RM,5,0,0,1718,3055086,1543,B012WL41RM,1309,POSITIVE
R3UCWUMOYH8OIX,11232187,B012WKJD6M,5,1,1,1719,11232187,1544,B012WKJD6M,1310,POSITIVE
R12F0GP1YNKUKR,20742144,B012WHG7R8,4,0,0,1720,20742144,1490,B012WHG7R8,1311,POSITIVE
R1CY5YG1E6HIKQ,9242474,B012WCC894,5,0,0,1721,9242474,1545,B012WCC894,1312,POSITIVE
R22P0HJYREA8KX,115661,B012WC7BHS,5,0,1,1722,115661,1546,B012WC7BHS,1313,POSITIVE
R3KPZUPDJE8FAG,14147847,B012WB5NMY,3,0,0,1723,14147847,1547,B012WB5NMY,1314,NEUTRAL
R2ZWX7NNDXATTI,14682971,B012WAIUO8,1,3,3,1724,14682971,1548,B012WAIUO8,1315,NEGATIVE
R2825IL7JSCATF,1214987,B012WAIPX4,2,0,0,1725,1214987,1549,B012WAIPX4,1316,NEGATIVE
R1NLFG2WZ2C9XN,14497336,B012WAIPX4,1,0,0,1726,14497336,1550,B012WAIPX4,1316,NEGATIVE
RXYLUKGXC5YVN,20138759,B012W8ZEIU,4,1,2,1727,20138759,1551,B012W8ZEIU,1317,POSITIVE
RDLVNLZJK7VTC,9115885,B012W8W2OE,5,2,3,1728,9115885,607,B012W8W2OE,1318,POSITIVE
RWXGLFYY7O8MJ,28105336,B012W8RYZ6,4,0,0,1729,28105336,1552,B012W8RYZ6,1319,POSITIVE
R2WS5ZNQZS109P,14283858,B012W8FAXY,3,0,0,1730,14283858,1553,B012W8FAXY,1320,NEUTRAL
R1KCA3G2H26RED,4948474,B012W84KQ2,4,8,9,1731,4948474,1554,B012W84KQ2,1321,POSITIVE
R1DDT66K5CTBAH,439146,B012W6VPCG,3,0,0,1732,439146,1555,B012W6VPCG,1322,NEUTRAL
R11UJ61EDUBFML,2519903,B012W6ML3S,5,0,0,1733,2519903,508,B012W6ML3S,1323,POSITIVE
R1ZKB9UEPRYE0Z,27489245,B012W5WCU6,3,1,2,1734,27489245,1556,B012W5WCU6,1324,NEUTRAL
R1NMBO5VCIKEIZ,2519903,B012W5K3CK,5,0,1,1735,2519903,508,B012W5K3CK,1325,POSITIVE
R3AUPW5OUUIVZC,43856165,B012W5CF5I,4,0,0,1736,43856165,1557,B012W5CF5I,1326,POSITIVE
R3VOLJ3EWCEWG5,14703321,B012W43MU6,3,0,0,1737,14703321,1558,B012W43MU6,1327,NEUTRAL
R21DPBHYCERA42,45320391,B012W02UB2,1,2,2,1738,45320391,1559,B012W02UB2,1328,NEGATIVE
R1ZAWUATE1SJKL,19027459,B012W02MMO,5,0,0,1739,19027459,1403,B012W02MMO,1329,POSITIVE
R67BQKDYD704E,1206811,B012W02206,2,0,0,1740,1206811,1560,B012W02206,1330,NEGATIVE
R2JCN5P9PBSKIH,13509744,B012VZHMES,2,0,0,1741,13509744,1561,B012VZHMES,1331,NEGATIVE
REH78B4RHCQUY,27291167,B012VYS234,1,5,5,1742,27291167,1562,B012VYS234,1332,NEGATIVE
R2D88R6ZPSJB6A,120706,B012VYS1SK,2,2,2,1743,120706,1563,B012VYS1SK,1333,NEGATIVE
R35BE9DK39BIIW,19210209,B012VYMEBU,5,0,0,1744,19210209,1564,B012VYMEBU,1334,POSITIVE
R1A8W8TAP71T5G,43712416,B012VYM5AK,2,2,3,1745,43712416,1565,B012VYM5AK,1335,NEGATIVE
R22OYFBX5NA0NJ,19131753,B012VYKHN2,2,2,2,1746,19131753,1566,B012VYKHN2,1336,NEGATIVE
R2M7GB41PDGIBM,5035178,B012VYFNYK,5,1,1,1747,5035178,1567,B012VYFNYK,1337,POSITIVE
R2TIOQY496Y1UZ,49523782,B012VWWIXG,5,19,23,1748,49523782,474,B012VWWIXG,1338,POSITIVE
R2O5WNUHW3IG46,41642235,B012VSFNI2,1,99,104,1749,41642235,1568,B012VSFNI2,1339,NEGATIVE
R2S6LBV536LERL,629621,B012VSBBAQ,1,13,13,1750,629621,1569,B012VSBBAQ,1340,NEGATIVE
R3NVFR0IOCVD8Q,39935817,B012VS8Q0O,2,0,0,1751,39935817,1570,B012VS8Q0O,1341,NEGATIVE
R681YU7LJMIV3,502031,B012VS6X4A,5,3,5,1752,502031,32,B012VS6X4A,1342,POSITIVE
R2389QI7FD3YWT,51142898,B012VS6X4A,1,3,3,1753,51142898,1571,B012VS6X4A,1342,NEGATIVE
R3QBZC18G5U4M6,27251784,B012VS6X4A,1,30,33,1754,27251784,1572,B012VS6X4A,1342,NEGATIVE
R2NAH4JP1K7S4K,29114969,B012VS5SXC,3,0,0,1755,29114969,1573,B012VS5SXC,1343,NEUTRAL
R291GKQ6FI6CWG,293646,B012VQRV6G,5,0,0,1756,293646,1574,B012VQRV6G,1344,POSITIVE
RNOX3C6DHFO1V,727026,B012VQRV6G,5,0,0,1757,727026,1575,B012VQRV6G,1344,POSITIVE
R1IBX334QHVJ1J,10868841,B012VQBEWS,4,0,1,1758,10868841,1576,B012VQBEWS,1345,POSITIVE
R22GN7OT68KVRJ,36811028,B012VQB86K,5,2,3,1759,36811028,1577,B012VQB86K,1346,POSITIVE
R23TW82DZJZLYC,5460530,B012VPZU4W,4,0,0,1760,5460530,1578,B012VPZU4W,1347,POSITIVE
RBQOEF28VXQOV,1727559,B012VPZU4W,1,0,0,1761,1727559,1579,B012VPZU4W,1347,NEGATIVE
R1DLNTRV2VTGUD,209432,B012VPSN5K,5,12,12,1762,209432,1580,B012VPSN5K,1348,POSITIVE
R1Q6YI6XJYE466,44391356,B012VOQO6Q,5,4,5,1763,44391356,1581,B012VOQO6Q,1349,POSITIVE
R18O08KS68E0JP,12395193,B012VOQO6Q,5,0,0,1764,12395193,1582,B012VOQO6Q,1349,POSITIVE
R1GUT0LPU7WW56,21298505,B012VOPU84,1,1,7,1765,21298505,1583,B012VOPU84,1350,NEGATIVE
R1E1XMS9Q7MKQR,21300706,B012VO80FE,3,10,10,1766,21300706,1584,B012VO80FE,1351,NEUTRAL
R1WV6JEYB0SDGA,51538835,B012VL7FJY,3,0,0,1767,51538835,1585,B012VL7FJY,1352,NEUTRAL
R2K5D7R2T1U94R,10809330,B012VJU5QG,3,1,2,1768,10809330,1586,B012VJU5QG,1353,NEUTRAL
R33PLIYUPF2AR0,49558609,B012VJU03O,4,0,1,1769,49558609,1587,B012VJU03O,1354,POSITIVE
R9DY83S5ZHW04,10164173,B012VJTMVA,4,0,2,1770,10164173,1588,B012VJTMVA,1355,POSITIVE
R16WDVM7B1EX2A,31937872,B012VJT1I4,3,8,8,1771,31937872,1589,B012VJT1I4,1356,NEUTRAL
R3QF6OWCTLX30L,24876972,B012VJIEW8,5,0,0,1772,24876972,1590,B012VJIEW8,1357,POSITIVE
R16RV9DN9XGQVM,2228095,B012VJI3G0,2,0,0,1773,2228095,1591,B012VJI3G0,1358,NEGATIVE
R3VLJTLZ2PF2PH,23790446,B012VILLB0,5,2,2,1774,23790446,1592,B012VILLB0,1359,POSITIVE
R2XEIWN8J25F68,12191231,B012VHAYGO,5,0,0,1775,12191231,1593,B012VHAYGO,1360,POSITIVE
R2YWO4HS943DXF,46756559,B012V8X8MA,2,0,0,1776,46756559,1594,B012V8X8MA,1361,NEGATIVE
R1FNI6IQCZK30M,30112173,B012V8X8MA,4,0,0,1777,30112173,134,B012V8X8MA,1361,POSITIVE
R1UCVB8OH6ZIXJ,31333709,B012V8X8MA,1,2,2,1778,31333709,1595,B012V8X8MA,1361,NEGATIVE
R1G163R7K5VEEI,646781,B012V5UXIU,5,0,0,1779,646781,709,B012V5UXIU,1362,POSITIVE
R16FLOZNPVL1V3,10164173,B012V5RUDG,5,1,1,1780,10164173,1588,B012V5RUDG,1363,POSITIVE
R1LLMUV0DSL6ZO,21627160,B012V509WK,5,1,1,1781,21627160,55,B012V509WK,1364,POSITIVE
RYPQ3VDCRR74X,2519903,B012V3XGAO,5,0,0,1782,2519903,508,B012V3XGAO,1365,POSITIVE
R1NVS9ZBSUVUUO,18135899,B012V2MJ94,4,0,0,1783,18135899,1596,B012V2MJ94,1366,POSITIVE
R2PYUA62U7GLY6,527596,B012UZ3ZAO,4,2,2,1784,527596,1597,B012UZ3ZAO,1367,POSITIVE
RRC6I8OX3Q1SG,10710841,B012UY4L94,5,0,0,1785,10710841,1598,B012UY4L94,1368,POSITIVE
R3OIQUADDZWVAD,47561369,B012UY4L94,2,0,0,1786,47561369,1599,B012UY4L94,1368,NEGATIVE
R1KU80OK76OBQV,15831197,B012UWODRG,1,1,1,1787,15831197,1600,B012UWODRG,1369,NEGATIVE
R25GPP2Y8R0RJ4,26437096,B012UVWKK4,4,0,0,1788,26437096,1601,B012UVWKK4,1370,POSITIVE
R28HRGNOPY4F2Y,26523928,B012UV63JI,1,0,0,1789,26523928,1602,B012UV63JI,1371,NEGATIVE
R11B5PJUDFBBW9,26691675,B012UUTL8E,5,0,0,1790,26691675,1603,B012UUTL8E,1372,POSITIVE
R2ATU2ZNTMUL9N,45604352,B012UURJNS,5,1,1,1791,45604352,1604,B012UURJNS,1373,POSITIVE
R2MS8M3JGUADA2,36322626,B012UUFD18,2,0,0,1792,36322626,1605,B012UUFD18,1374,NEGATIVE
R2IQ7CBCXZ6JB3,11630452,B012UUFD18,2,1,1,1793,11630452,1606,B012UUFD18,1374,NEGATIVE
R6LIUQHIT9X2P,7997421,B012UUEWZG,1,0,0,1794,7997421,1607,B012UUEWZG,1375,NEGATIVE
R3JOUC5YZ9Y9,11630452,B012UUEFSA,4,0,0,1795,11630452,1606,B012UUEFSA,1376,POSITIVE
R3EWCD0MKOCRRW,118984,B012UUE4AY,5,1,1,1796,118984,1608,B012UUE4AY,1377,POSITIVE
R3E69WOV247LV5,1323242,B012UUDU6S,5,0,0,1797,1323242,1609,B012UUDU6S,1378,POSITIVE
R3UGHOO0Y6RH2,118982,B012UUCI34,5,0,0,1798,118982,1610,B012UUCI34,1379,POSITIVE
RWNW52EV0M7WE,857116,B012UU7XTS,2,0,0,1799,857116,1611,B012UU7XTS,1380,NEGATIVE
R3KFX5VE3RANA9,52210453,B012UTTCQ6,5,0,0,1800,52210453,1612,B012UTTCQ6,1381,POSITIVE
R2HGG4F57TGI9G,2548184,B012USNFM4,4,0,0,1801,2548184,1613,B012USNFM4,1382,POSITIVE
RQOF1YQVN9QWY,7743453,B012URYPBU,5,0,0,1802,7743453,1614,B012URYPBU,1383,POSITIVE
R33E0QIG46LPIP,5194721,B012UOV5RU,5,2,2,1803,5194721,1615,B012UOV5RU,1384,POSITIVE
R2MUOZACRNPSA7,12913478,B012UMWP1C,5,0,0,1804,12913478,1616,B012UMWP1C,1385,POSITIVE
R20R6J9L7P2JS6,50219086,B012ULZCKE,4,0,0,1805,50219086,328,B012ULZCKE,1386,POSITIVE
R2X2WQQPL5WB36,1305750,B012UJG90I,1,2,2,1806,1305750,1617,B012UJG90I,1387,NEGATIVE
R11VLER9FVA3J2,49608038,B012UJCQ7I,5,0,0,1807,49608038,1618,B012UJCQ7I,1388,POSITIVE
RHDOHCQ7WC0NL,5305563,B012UIB6FC,1,0,0,1808,5305563,1619,B012UIB6FC,1389,NEGATIVE
R281HV8S5FDCRW,45700661,B012UFWHMG,5,0,0,1809,45700661,1620,B012UFWHMG,1390,POSITIVE
R3B0M6YCH95A2,26882966,B012UFI0CM,1,36,39,1810,26882966,1621,B012UFI0CM,1391,NEGATIVE
RJHOTNCX4BTH9,8339873,B012UFHEY2,5,0,0,1811,8339873,1622,B012UFHEY2,1392,POSITIVE
R1JWUJ4FZMKKSG,19481855,B012UEA3C8,1,0,0,1812,19481855,1623,B012UEA3C8,1393,NEGATIVE
R3CR52C9B6Z4CN,24435574,B012UA6Y0C,5,8,8,1813,24435574,1624,B012UA6Y0C,1394,POSITIVE
R1XYY2ANK60NQQ,10665745,B012U9FN14,5,0,0,1814,10665745,1625,B012U9FN14,1395,POSITIVE
R2GYCQO0FF61NA,399840,B012U95NZ0,5,1,2,1815,399840,1626,B012U95NZ0,1396,POSITIVE
R3OK74KDB55IBV,18343022,B012U8NZ9M,5,0,0,1816,18343022,1627,B012U8NZ9M,1397,POSITIVE
R3MPB4DGFLG01,23416578,B012U7PE38,5,4,4,1817,23416578,1628,B012U7PE38,1398,POSITIVE
R3CND161Q8VX72,38167194,B012U7IPRA,5,0,0,1818,38167194,1629,B012U7IPRA,1399,POSITIVE
